district_name,name,address_city,address_street,county,zip,telephone_number,website,elementary,middle,high
Conrad Weiser Area SD,Conrad Weiser East El Sch,Wernersville,200 Lincoln Dr,Berks County IU 14,19565,610-693-8542,http://www.conradweiser.org,TRUE,FALSE,FALSE
Conrad Weiser Area SD,Conrad Weiser HS,Robesonia,44 Big Spring Road,Berks County IU 14,19551,610-693-8542,http://www.conradweiser.org,FALSE,FALSE,TRUE
Conrad Weiser Area SD,Conrad Weiser MS,Robesonia,347 East Penn Avenue,Berks County IU 14,19551,610-693-8542,http://www.conradweiser.org,TRUE,TRUE,FALSE
Conrad Weiser Area SD,Conrad Weiser West El Sch,Womelsdorf,102 S 3rd St,Berks County IU 14,19567,610-693-8542,http://www.conradweiser.org,TRUE,FALSE,FALSE
Colonial SD,Conshohocken El Sch,Conshohocken,3rd Avenue & Harry Street,Montgomery County IU 23,19428,610-828-0362,http://www.colonialsd.org/index.aspx,TRUE,FALSE,FALSE
Philadelphia City SD,Constitution HS,Philadelphia,18 S 7th St,Philadelphia IU 26,19106,215-400-7850,http://www.philasd.org,FALSE,FALSE,TRUE
Philadelphia City SD,Conwell Russell MS,Philadelphia,1849 E Clearfield St,Philadelphia IU 26,19134,215-400-7210,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Cooke Jay MS,Philadelphia,1300 W Louden St,Philadelphia IU 26,19141,215-400-8330,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Cook-Wissahickon Sch,Philadelphia,201 E Salaignac St,Philadelphia IU 26,19128,215-400-3430,http://www.philasd.org,TRUE,TRUE,FALSE
Haverford Township SD,Coopertown El Sch,Bryn Mawr,800 Coopertown Rd,Delaware County IU 25,19010,610-853-5900,http://www.haverford.k12.pa.us,TRUE,FALSE,FALSE
Abington SD,Copper Beech Sch,Glenside,825 N Easton Road,Montgomery County IU 23,19038,215-881-2000,http://www.abington.k12.pa.us,TRUE,FALSE,FALSE
State College Area SD,Corl Street El Sch,State College,235 Corl St,Central IU 10,16801,814-231-1185,http://www.scasd.org,TRUE,FALSE,FALSE
Cornell SD,Cornell El Sch,Coraopolis,1099 Maple Street Ext,Allegheny IU 3,15108,412-264-5010,http://www.cornellsd.org,TRUE,TRUE,FALSE
Cornell SD,Cornell HS,Coraopolis,1099 Maple St,Allegheny IU 3,15108,412-264-5010,http://www.cornellsd.org,FALSE,TRUE,TRUE
Cornwall-Lebanon SD,Cornwall El Sch,Cornwall,45 Burd Coleman Rd,Lancaster-Lebanon IU 13,17042,717-273-4571,http://www.clsd.k12.pa.us,TRUE,FALSE,FALSE
Wilson SD,Cornwall Terrace El Sch,Sinking Spring,3100 Iroquois Ave.,Berks County IU 14,19608,610-670-0180,http://www.wilsonsd.org,TRUE,FALSE,FALSE
Bensalem Township SD,Cornwells El Sch,Bensalem,2215 Hulmeville Rd,Bucks County IU 22,19020,215-750-2800,http://www.bensalemsd.org,TRUE,TRUE,FALSE
Corry Area SD,Corry Area HS,Corry,534 E Pleasant St,Northwest Tri-County IU 5,16407,814-665-8297,http://www.corrysd.net,FALSE,FALSE,TRUE
Corry Area SD,Corry Area Intrmd Sch,Corry,100 W Main St,Northwest Tri-County IU 5,16407,814-665-9491,http://www.corrysd.net,TRUE,FALSE,FALSE
Corry Area SD,Corry Area MS,Corry,534 E Pleasant Street,Northwest Tri-County IU 5,16407,814-665-8297,http://www.corrysd.net,FALSE,TRUE,FALSE
Corry Area SD,Corry Area Primary Sch,Corry,423 East Wayne St,Northwest Tri-County IU 5,16407,814-665-6341,http://www.corrysd.net,TRUE,FALSE,FALSE
Coudersport Area SD,Coudersport Area El Sch,Coudersport,802 Vine Street,Seneca Highlands IU 9,16915,814-274-8500,http://www.coudyschools.net,TRUE,TRUE,FALSE
Coudersport Area SD,Coudersport Area JSHS,Coudersport,698 Dwight Street,Seneca Highlands IU 9,16915,814-274-8500,http://www.coudyschools.net,FALSE,TRUE,TRUE
Harrisburg City SD,Cougar Academy,Harrisburg,1601 State St,Capital Area IU 15,17103,717-703-4325,http://www.hbgsd.k12.pa.us,TRUE,TRUE,TRUE
Council Rock SD,Council Rock HS North,Newtown,62 Swamp Rd,Bucks County IU 22,18940,215-944-1300,http://www.crsd.org,FALSE,FALSE,TRUE
Council Rock SD,Council Rock HS South,Holland,2002 Rock Way,Bucks County IU 22,18966,215-944-1100,http://www.crsd.org,FALSE,FALSE,TRUE
Northern Tioga SD,Cowanesque Valley JSHS,Westfield,51 North Fork Road,BLaST IU 17,16950,814-367-2233,http://www.ntiogasd.org,FALSE,TRUE,TRUE
Carlynton SD,Crafton El Sch,Pittsburgh,1874 Crafton Blvd,Allegheny IU 3,15205,412-429-2500,http://www.carlynton.k12.pa.us,TRUE,TRUE,FALSE
Philadelphia City SD,Cramp William Sch,Philadelphia,3449 N Mascher St,Philadelphia IU 26,19140,215-400-3860,http://www.philasd.org,TRUE,FALSE,FALSE
Cranberry Area SD,Cranberry Area JSHS,Seneca,1 Education Dr,Riverview IU 6,16346,814-676-8504,http://www.cranberrysd.org,FALSE,TRUE,TRUE
Cranberry Area SD,Cranberry El Sch,Seneca,3 Education Dr,Riverview IU 6,16346,814-676-1871,http://www.cranberrysd.org,TRUE,TRUE,FALSE
,Crawford County CTC,Meadville,860 Thurston Road,Northwest Tri-County IU 5,16335,814-724-6024,http://www.crawfordctc.org,FALSE,FALSE,TRUE
Philadelphia City SD,Creative and Performing Arts,Philadelphia,901 S Broad St,Philadelphia IU 26,19147,215-400-8140,http://www.philasd.org,FALSE,FALSE,TRUE
Carlisle Area SD,Crestview El Sch,Carlisle,240 Longs Gap Rd,Capital Area IU 15,17013,717-240-6800,http://www.carlisleschools.org,TRUE,FALSE,FALSE
Crestwood SD,Crestwood Secondary Campus,Mountain Top,281 S Mountain Blvd,Luzerne IU 18,18707,570-474-6782,http://www.csdcomets.org/,FALSE,TRUE,TRUE
,Crispus Attucks CS,York,605 S Duke Street,Lincoln IU 12,17401,717-848-3610,http://cacharterschool.org,FALSE,FALSE,TRUE
Hatboro-Horsham SD,Crooked Billet El Sch,Hatboro,69 Meadowbrook Ave,Montgomery County IU 23,19040,215-420-5300,http://www.hatboro-horsham.org,TRUE,FALSE,FALSE
Philadelphia City SD,Crossan Kennedy C Sch,Philadelphia,7350 Bingham St,Philadelphia IU 26,19111,215-400-3160,http://www.philasd.org,TRUE,FALSE,FALSE
West Shore SD,Crossroads MS,Lewisberry,535 Fishing Creek Rd,Capital Area IU 15,17339,717-932-1295,http://www.WSSD.k12.pa.us,FALSE,TRUE,FALSE
,CTC of Lackawanna County,Scranton,3201 Rockwell Avenue,Northeastern Educational IU 19,18508,570-346-8471,http://www.ctclc.edu,FALSE,FALSE,TRUE
Marple Newtown SD,Culbertson El Sch,Newtown Square,3530 Goshen Rd,Delaware County IU 25,19073,610-359-4340,http://www.mnsd.org,TRUE,FALSE,FALSE
,Cumberland Perry Area Career & Technical Center,Mechanicsburg,110 Old Willow Mill Road,Capital Area IU 15,17050,717-697-0354,http://www.cpatech.org,FALSE,FALSE,TRUE
Cumberland Valley SD,Cumberland Valley HS,Mechanicsburg,6746 Carlisle Pike,Capital Area IU 15,17050,717-766-0217,http://www.cvschools.org,FALSE,FALSE,TRUE
Governor Mifflin SD,Cumru El Sch,Shillington,601 Philadelphia Avenue,Berks County IU 14,19607,610-775-5081,http://www.governormifflinsd.org,TRUE,FALSE,FALSE
Williamsport Area SD,Curtin Intrmd Sch,Williamsport,85 Eldred St,BLaST IU 17,17701,570-323-4785,http://www.wasd.org,TRUE,TRUE,FALSE
Deer Lakes SD,Curtisville Pri Ctr,Tarentum,1715 Saxonburg Boulevard,Allegheny IU 3,15084,724-265-5340,http://www.deerlakes.net,TRUE,FALSE,FALSE
Curwensville Area SD,Curwensville Area El Sch,Curwensville,650 Beech St,Central IU 10,16833,814-236-1101,http://www.curwensville.org,TRUE,TRUE,FALSE
Curwensville Area SD,Curwensville Area JSHS,Curwensville,650 Beech St,Central IU 10,16833,814-236-1100,http://www.curwensville.org,FALSE,TRUE,TRUE
Lower Merion SD,Cynwyd Sch,Bala Cynwyd,101 W Levering Mill Rd,Montgomery County IU 23,19004,610-645-1430,http://www.lmsd.org,TRUE,FALSE,FALSE
Dallas SD,Dallas Intermediate Sch,Dallas,2000 Conyngham Avenue,Luzerne IU 18,18612,570-674-7271,http://www.dsdhs.com,TRUE,FALSE,FALSE
Dallas SD,Dallas MS,Dallas,2020 Conyngham Avenue,Luzerne IU 18,18612,570-674-7245,http://www.dsdhs.com,FALSE,TRUE,FALSE
Dallas SD,Dallas SHS,Dallas,2030 Conyngham Avenue,Luzerne IU 18,18612,570-674-7230,http://www.dsdhs.com,FALSE,FALSE,TRUE
Dallastown Area SD,Dallastown Area Intermediate Sch,York,94 Beck Rd,Lincoln IU 12,17403,717-244-4021,http://www.dallastown.net,TRUE,TRUE,FALSE
Dallastown Area SD,Dallastown Area MS,Dallastown,700 New School Ln,Lincoln IU 12,17313,717-244-4021,http://www.dallastown.net,FALSE,TRUE,FALSE
Dallastown Area SD,Dallastown Area SHS,Dallastown,700 New School Ln,Lincoln IU 12,17313,717-244-4021,http://www.dallastown.net,FALSE,FALSE,TRUE
Dallastown Area SD,Dallastown El Sch,Dallastown,105 South Charles Street,Lincoln IU 12,17313,717-244-3785,http://www.dallastown.net,TRUE,FALSE,FALSE
Wayne Highlands SD,Damascus Area Sch,Damascus,174 High School Rd,Northeastern Educational IU 19,18415,570-224-4114,https://www.whsdk12.com/,TRUE,TRUE,FALSE
Wyoming Valley West SD,Dana El Ctr,Forty Fort,50 Dana Street,Luzerne IU 18,18704,570-283-0591,http://www.wvwspartans.org,TRUE,FALSE,FALSE
Daniel Boone Area SD,Daniel Boone Area HS,Birdsboro,501 Chestnut St,Berks County IU 14,19508,610-582-6100,http://www.dboone.org,FALSE,FALSE,TRUE
Daniel Boone Area SD,Daniel Boone Area Intermediate Cntr,Douglassville,200 Boone Drive,Berks County IU 14,19518,610-689-6240,http://www.dboone.org,TRUE,FALSE,FALSE
Daniel Boone Area SD,Daniel Boone Area MS,Douglassville,1845 Weavertown Rd,Berks County IU 14,19518,610-689-6300,http://www.dboone.org,TRUE,TRUE,FALSE
Daniel Boone Area SD,Daniel Boone Area Primary Ctr,Birdsboro,576 Monocacy Creek Road,Berks County IU 14,19508,610-385-6800,http://www.dboone.org,TRUE,FALSE,FALSE
Wilkes-Barre Area SD,Daniel J Flood El Sch,Wilkes Barre,565 N Washington St,Luzerne IU 18,18705,570-826-7245,http://www.wbasd.k12.pa.us,TRUE,FALSE,FALSE
Danville Area SD,Danville Area MS,Danville,252 Northumberland St,Central Susquehanna IU 16,17821,570-271-3268,http://www.danville.k12.pa.us,FALSE,TRUE,FALSE
Danville Area SD,Danville Area SHS,Danville,733 Ironmen Lane,Central Susquehanna IU 16,17821,570-271-3268,http://www.danville.k12.pa.us,FALSE,FALSE,TRUE
Danville Area SD,Danville Primary Sch,Danville,931 Ironmen Lane,Central Susquehanna IU 16,17821,570-271-3268,http://www.danville.k12.pa.us,TRUE,FALSE,FALSE
Southeast Delco SD,Darby Twp Sch,Glenolden,801 Ashland Avenue,Delaware County IU 25,19036,610-522-4375,http://www.sedelco.org/,TRUE,TRUE,FALSE
Moniteau SD,Dassa McKinney El Sch,West Sunbury,391 Hooker Rd,Midwestern IU 4,16061,724-637-2321,http://www.moniteau.org,TRUE,TRUE,FALSE
,Dauphin County Technical School,Harrisburg,6001 Locust Ln,Capital Area IU 15,17109,717-652-3170,http://www.dcts.org,FALSE,FALSE,TRUE
Norristown Area SD,Davenport El Sch,Norristown,1 E Oak St,Montgomery County IU 23,19401,610-275-1077,http://www.nasd.k12.pa.us,TRUE,FALSE,FALSE
Montour SD,David E Williams MS,Coraopolis,60 Gawaldo Dr,Allegheny IU 3,15108,412-771-8802,http://www.montourschools.com,TRUE,TRUE,FALSE
Leechburg Area SD,David Leech El Sch,Leechburg,200 Siberian Ave,ARIN IU 28,15656,724-845-6071,http://www.leechburg.k12.pa.us,TRUE,FALSE,FALSE
Centennial SD,Davis El Sch,Southampton,475 Maple Ave,Bucks County IU 22,18966,215-364-5970,http://www.centennialsd.org,TRUE,FALSE,FALSE
York City SD,Davis Sch,York,300 S Ogontz St,Lincoln IU 12,17403,717-849-1246,http://www.ycs.k12.pa.us/,TRUE,TRUE,FALSE
Philadelphia City SD,Day Anna B Sch,Philadelphia,6324-42 Crittenden St.,Philadelphia IU 26,19138,215-400-3520,http://www.philasd.org,TRUE,TRUE,FALSE
Armstrong SD,Dayton El Sch,Dayton,175 E. Grant Avenue,ARIN IU 28,16222,814-257-8816,http://www.asd.k12.pa.us,TRUE,TRUE,FALSE
Philadelphia City SD,DeBurgos Bilingual Magnet MS,Philadelphia,401 W Lehigh Ave,Philadelphia IU 26,19133,215-400-7080,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Decatur Stephen Sch,Philadelphia,3500 Academy Rd,Philadelphia IU 26,19154,215-400-3050,http://www.philasd.org,TRUE,TRUE,FALSE
,Deep Roots CS,Philadelphia,3556 Frankford Avenue,Philadelphia IU 26,19134,267-399-3727,https://deeprootscs.org,TRUE,TRUE,FALSE
Deer Lakes SD,Deer Lakes HS,Cheswick,163 East Union Rd,Allegheny IU 3,15024,724-265-5320,http://www.deerlakes.net,FALSE,FALSE,TRUE
Deer Lakes SD,Deer Lakes MS,Cheswick,17 East Union Road,Allegheny IU 3,15024,724-265-5310,http://www.deerlakes.net,FALSE,TRUE,FALSE
Bangor Area SD,DeFranco El Sch,Bangor,267 Five Points Richmond Rd,Colonial IU 20,18013,610-599-7013,http://www.bangor.k12.pa.us/,TRUE,TRUE,FALSE
Pennridge SD,Deibler El Sch,Perkasie,1122 W Schwenkmill Rd,Bucks County IU 22,18944,215-257-1146,http://www.pennridge.org/psd/psd.htm,TRUE,FALSE,FALSE
Hermitage SD,Delahunty MS,Hermitage,419 N Hermitage Rd,Midwestern IU 4,16148,724-981-8750,http://www.hermitagesd.net,FALSE,TRUE,FALSE
,Delaware County Technical High School-Aston,Aston,100 Crozerville Road,Delaware County IU 25,19014,610-459-3050,https://www.dciu.org/cte/the-department-of-career-and-technical-education,FALSE,FALSE,TRUE
,Delaware County Technical High School-Folcroft,Folcroft,701 Henderson Boulevard,Delaware County IU 25,19032,610-583-7620,https://www.dciu.org/cte/the-department-of-career-and-technical-education,FALSE,FALSE,TRUE
Delaware Valley SD,Delaware Valley El Sch,Matamoras,500 Avenue S,Colonial IU 20,18336,570-296-1820,http://www.dvsd.org,TRUE,FALSE,FALSE
Delaware Valley SD,Delaware Valley HS,Milford,252 Route 6 and 209,Colonial IU 20,18337,570-296-1850,http://www.dvsd.org,FALSE,FALSE,TRUE
Delaware Valley SD,Delaware Valley MS,Milford,258 Route 6 and 209,Colonial IU 20,18337,570-296-1830,http://www.dvsd.org,FALSE,TRUE,FALSE
Southeast Delco SD,Delcroft Sch,Folcroft,799 School Lane,Delaware County IU 25,19032,610-522-4360,http://www.sedelco.org/,TRUE,TRUE,FALSE
South Eastern SD,Delta-Peach Bottom El Sch,Delta,1081 Atom Rd,Lincoln IU 12,17314,717-456-5313,http://www.sesdweb.net,TRUE,FALSE,FALSE
Cocalico SD,Denver El Sch,Denver,South 4th Street,Lancaster-Lebanon IU 13,17517,717-336-1501,http://www.cocalico.org,TRUE,FALSE,FALSE
Derry Area SD,Derry Area MS,Derry,994 North Chestnut St Ext,Westmoreland IU 7,15627,724-694-8231,http://dasd.us,FALSE,TRUE,FALSE
Derry Area SD,Derry Area SHS,Derry,988 North Chestnut St Ext,Westmoreland IU 7,15627,724-694-2780,http://dasd.us,FALSE,FALSE,TRUE
York City SD,Devers Sch,York,801 Chanceford Ave,Lincoln IU 12,17404,717-849-1210,http://www.ycs.k12.pa.us/,TRUE,TRUE,FALSE
Tredyffrin-Easttown SD,Devon El Sch,Devon,400 S Fairfield Rd,Chester County IU 24,19333,610-240-1450,http://www.tesd.net,TRUE,FALSE,FALSE
Philadelphia City SD,Dick William Sch,Philadelphia,2498 W Diamond St,Philadelphia IU 26,19121,215-400-7340,http://www.philasd.org,TRUE,TRUE,FALSE
Woodland Hills SD,Dickson Prep STEAM Academy,Swissvale,7301 Schoyer Avenue,Allegheny IU 3,15218,412-731-5816,http://www.whsd.k12.pa.us,FALSE,TRUE,FALSE
Erie City SD,Diehl Sch,Erie,2327 Fairmont Pkwy,Northwest Tri-County IU 5,16510,814-874-6585,http://www.eriesd.org,TRUE,FALSE,FALSE
Northern York County SD,Dillsburg El Sch,Dillsburg,202 S Chestnut St,Capital Area IU 15,17019,717-432-8691,http://www.northernpolarbears.com,TRUE,FALSE,FALSE
Delaware Valley SD,Dingman-Delaware El Sch,Dingmans Ferry,1355 Route 739,Colonial IU 20,18328,570-296-3120,http://www.dvsd.org,TRUE,FALSE,FALSE
Delaware Valley SD,Dingman-Delaware MS,Dingmans Ferry,1365 Route 739,Colonial IU 20,18328,570-296-3140,http://www.dvsd.org,FALSE,TRUE,FALSE
Delaware Valley SD,Dingman-Delaware Primary Sch,Dingmans Ferry,1375 Route 739,Colonial IU 20,18328,570-296-3130,http://www.dvsd.org,TRUE,FALSE,FALSE
,Discovery CS,Philadelphia,4700 Parkside,Philadelphia IU 26,19131,215-879-8182,http://www.discoverycharterschool.com,TRUE,TRUE,FALSE
Philadelphia City SD,Disston Hamilton Sch,Philadelphia,6801 Cottage St,Philadelphia IU 26,19135,215-400-3350,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Dobbins AVT HS,Philadelphia,2150 West Lehigh Avenue,Philadelphia IU 26,19132,215-400-7050,http://www.philasd.org,FALSE,FALSE,TRUE
Philadelphia City SD,Dobson James Sch,Philadelphia,4667 Umbria St,Philadelphia IU 26,19127,215-400-3570,http://www.philasd.org,TRUE,TRUE,FALSE
Wilkes-Barre Area SD,Dodson El Sch,Wilkes Barre,13 Hillard St,Luzerne IU 18,18702,570-235-6894,http://www.wbasd.k12.pa.us,TRUE,FALSE,FALSE
Manheim Central SD,Doe Run El Sch,Manheim,281 Doe Run Rd,Lancaster-Lebanon IU 13,17545,717-665-8800,http://www.manheimcentral.org,TRUE,FALSE,FALSE
Wellsboro Area SD,Don Gill El Sch,Wellsboro,10 Sherman St,BLaST IU 17,16901,570-724-1811,http://www.wellsborosd.org,TRUE,FALSE,FALSE
Loyalsock Township SD,Donald E. Schick Sch,Montoursville,2800 Four Mile Dr,BLaST IU 17,17754,570-326-3554,http://www.ltsd.k12.pa.us,TRUE,FALSE,FALSE
Lewisburg Area SD,Donald H Eichhorn MS,Lewisburg,2057 Washington Ave,Central Susquehanna IU 16,17837,570-523-3220,http://www.lasd.us,FALSE,TRUE,FALSE
West Allegheny SD,Donaldson Elem Sch,Oakdale,600 Donaldson Road,Allegheny IU 3,15071,724-213-1010,http://www.westasd.org,TRUE,FALSE,FALSE
Mount Pleasant Area SD,Donegal El Sch,Jones Mills,138 Schoolhouse Lane,Westmoreland IU 7,15646,724-547-4100,http://www.mpasd.net,TRUE,FALSE,FALSE
Donegal SD,Donegal HS,Mount Joy,1025 Koser Road,Lancaster-Lebanon IU 13,17552,717-653-1871,http://www.donegalsd.org,FALSE,FALSE,TRUE
Donegal SD,Donegal Intermediate School,Marietta,1177 River Road,Lancaster-Lebanon IU 13,17547,717-426-1561,http://www.donegalsd.org,TRUE,TRUE,FALSE
Donegal SD,Donegal JHS,Mount Joy,915 Anderson Ferry Road,Lancaster-Lebanon IU 13,17552,717-928-2900,http://www.donegalsd.org,FALSE,TRUE,FALSE
Donegal SD,Donegal Primary School,Mount Joy,1055 Koser Rd,Lancaster-Lebanon IU 13,17552,717-653-8812,http://www.donegalsd.org,TRUE,FALSE,FALSE
Bethlehem Area SD,Donegan El Sch,Bethlehem,1210 East 4th St,Colonial IU 20,18015,610-866-0031,http://www.basdschools.org,TRUE,FALSE,FALSE
Keystone Oaks SD,Dormont El Sch,Pittsburgh,3200 Annapolis Ave,Allegheny IU 3,15216,412-571-6152,http://www.kosd.org,TRUE,FALSE,FALSE
Fox Chapel Area SD,Dorseyville MS,Pittsburgh,3732 Saxonburg Blvd,Allegheny IU 3,15238,412-767-5343,http://www.fcasd.edu,FALSE,TRUE,FALSE
Dover Area SD,Dover Area El Sch,Dover,109 E Canal St,Lincoln IU 12,17315,717-292-8068,http://www.doversd.org,TRUE,FALSE,FALSE
Dover Area SD,Dover Area HS,Dover,4500 Intermediate Ave,Lincoln IU 12,17315,717-292-8066,http://www.doversd.org,FALSE,FALSE,TRUE
Dover Area SD,Dover Area MS,Dover,46 W Canal St,Lincoln IU 12,17315,717-292-8067,http://www.doversd.org,FALSE,TRUE,FALSE
Harrisburg City SD,Downey Sch,Harrisburg,1313 Monroe St,Capital Area IU 15,17103,717-703-1240,http://www.hbgsd.k12.pa.us,TRUE,FALSE,FALSE
Downingtown Area SD,Downingtown HS East Campus,Exton,50 Devon Drive,Chester County IU 24,19341,610-363-6400,http://www.dasd.org,FALSE,FALSE,TRUE
Downingtown Area SD,Downingtown HS West Campus,Downingtown,445 Manor Ave,Chester County IU 24,19335,610-269-4400,http://www.dasd.org,FALSE,FALSE,TRUE
Downingtown Area SD,Downingtown MS,Downingtown,115 Rock Raymond Rd,Chester County IU 24,19335,610-518-0685,http://www.dasd.org,FALSE,TRUE,FALSE
Downingtown Area SD,Downingtown STEM Academy,Downingtown,335 Manor Ave,Chester County IU 24,19335,610-269-8460,http://www.dasd.org,FALSE,FALSE,TRUE
Central Bucks SD,Doyle El Sch,Doylestown,260 N West St,Bucks County IU 22,18901,267-893-4300,http://www.cbsd.org,TRUE,TRUE,FALSE
Gateway SD,Dr Cleveland Steward Jr El Sch,Monroeville,5000 Gateway Campus Blvd,Allegheny IU 3,15146,412-373-5874,http://www.gatewayk12.org,TRUE,FALSE,FALSE
Wilkes-Barre Area SD,Dr David W Kistler El Sch,Wilkes Barre,301 Old River Rd,Luzerne IU 18,18702,570-826-7230,http://www.wbasd.k12.pa.us,TRUE,FALSE,FALSE
,Dr Robert Ketterer CS Inc,Latrobe,1133 Village Way,Westmoreland IU 7,15650,724-537-9110,http://www.ketterercharter.org,FALSE,TRUE,TRUE
Upper Darby SD,Drexel Hill MS,Drexel Hill,3001 State Rd,Delaware County IU 25,19026,610-853-4580,http://www.upperdarbysd.org,FALSE,TRUE,FALSE
Hazleton Area SD,Drums El/MS,Drums,85 South Old Turnpike Road,Luzerne IU 18,18222,570-459-3111,http://www.hasdk12.org,TRUE,TRUE,FALSE
Dubois Area SD,DuBois Area MS,DuBois,404 Liberty Blvd,Riverview IU 6,15801,814-375-8770,https://www.dubois.school/,TRUE,TRUE,FALSE
Dubois Area SD,DuBois Area SHS,DuBois,425 Orient Ave,Riverview IU 6,15801,814-371-8111,https://www.dubois.school/,FALSE,FALSE,TRUE
Philadelphia City SD,Duckrey Tanner Sch,Philadelphia,1501 W Diamond St,Philadelphia IU 26,19121,215-400-7350,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Dunbar Paul L Sch,Philadelphia,1750 N 12th St,Philadelphia IU 26,19122,215-400-7410,http://www.philasd.org,TRUE,TRUE,FALSE
Connellsville Area SD,Dunbar Twp El Sch,Connellsville,711 Ridge Blvd,Intermediate Unit 1,15425,724-628-6330,http://www.casdfalcons.org/,TRUE,FALSE,FALSE
Dunmore SD,Dunmore El Ctr,Dunmore,300 W Warren St,Northeastern Educational IU 19,18512,570-347-6794,http://www.dunmoreschooldistrict.net/,TRUE,TRUE,FALSE
Dunmore SD,Dunmore JSHS,Dunmore,300 W Warren St,Northeastern Educational IU 19,18512,570-346-2043,http://www.dunmoreschooldistrict.net/,FALSE,TRUE,TRUE
Duquesne City SD,Duquesne El Sch,Duquesne,300 Kennedy Avenue,Allegheny IU 3,15110,412-466-5300,http://www.dukecitysd.org/,TRUE,TRUE,FALSE
Palisades SD,Durham-Nockamixon El Sch,Kintnersville,41 Thomas Free Dr,Bucks County IU 22,18930,610-847-5131,http://www.palisadessd.org,TRUE,FALSE,FALSE
